"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#913","kbeller",25,"0","61","6","0","3,533","0","9,483","0","$11,346"
"#914","ebargains",57.4,"585","1,424","1,497","387,533","258,256","1","9,462","0","$11,322"
"#915","tarquinmaine",51.8,"243","213","50","135,490","87,400","0","9,453","0","$11,310"
"#916","yoon",66.4,"3,582","845","580","6,922,836","1,121,437","419","9,452","23","$11,845"
"#917","alessibella",36.1,"7","30","0","4,786","304","0","9,432","0","$11,284"
"#918","flameburst",58.2,"408","29","29","683,377","133,323","0","9,420","3","$11,274"
"#919","omni-invester",40,"33","89","14","13,559","3,336","0","9,418","5","$11,276"
"#920","frozenelsa",25,"0","2","0","0","0","0","9,415","0","$11,265"
"#921","sjchoi",52.1,"1,261","170","172","124,759","94,574","5","9,415","7","$11,281"
"#922","try3",25,"2","19","11","0","6,968","0","9,405","0","$11,253"
"#923","dtube",26.3,"6","369","11","203","68,629","787","9,353","0","$12,132"
"#924","marijuana",25,"0","3","0","0","0","8,231","9,348","0","$21,032"
"#925","michelios",43.8,"29","257","68","18,254","175,750","20","9,334","6","$11,201"
"#926","dirkzett",61,"1,096","686","604","1,465,071","2,345,296","0","9,289","36","$11,169"
"#927","soundlegion",68.8,"4,069","1,558","1,392","8,997,030","409,976","0","9,281","0","$11,104"
"#928","bloom",44.2,"44","221","66","22,845","208,468","0","9,280","15","$11,127"
"#929","ngc",46.3,"10","0","0","34,138","13,293","457","9,275","149","$11,873"
"#930","joshbreslauer",60.7,"842","601","45","1,021,255","5,733,066","1,216","9,262","12","$12,554"
"#931","terra",25,"0","1","0","0","0","17,964","9,193","2,670","$36,586"
"#932","sirwinchester",75.2,"6,256","4,379","513","118,250,605","1,204,738","0","9,173","33","$11,025"
"#933","theshell",57.9,"9","133","2","6,694,373","641,504","2","9,172","2","$10,980"
"#934","mughat",55.8,"195","329","29","378,097","24,306","34,096","9,166","0","$51,762"
"#935","sofaking2020",39.3,"12","115","63","8,274","33,187","291","9,135","121","$11,462"
"#936","stephencurry",40.9,"68","50","0","884","34,765","36","9,107","40","$11,001"
"#937","tonyson4078",49.1,"222","191","2","51,931","91,200","209","9,067","0","$11,098"
"#938","cuttie1979",63.7,"611","156","51","1,773,909","117,278","0","9,058","0","$10,838"
"#939","bubke",54.9,"1,089","319","112","256,761","136,510","786","9,056","0","$11,776"
"#940","overkillcoin",62.5,"3,735","541","177","2,051,385","160,223","10","9,048","4","$10,844"
"#941","ilanaakoundi",63.1,"962","660","144","4,332,031","533,059","124","9,037","128","$11,156"
"#942","mrosenquist",68.8,"1,728","875","224","13,566,524","93,201","18,973","9,020","14","$33,513"
"#943","emilezonneveld",25,"1","0","0","0","0","0","9,008","0","$10,777"
"#944","pnc",62.8,"751","426","58","6,272,666","253,640","112","9,001","260","$11,302"
"#945","zajac",56.5,"6","36","0","7,017,746","588","0","8,981","0","$10,746"
"#946","blanche",25,"0","0","0","0","307","0","8,964","0","$10,725"
"#947","hossary",60.1,"289","380","152","5,531,257","113,352","188","8,954","73","$11,051"
"#948","anca3drandom",68.2,"3,705","1,871","1,612","9,170,788","499,087","1","8,949","0","$10,708"
"#949","pollux.one",67.4,"1,672","1,124","1,034","7,416,427","830,064","40","8,947","0","$10,752"
"#950","mystery",25,"0","0","0","0","0","0","8,932","0","$10,687"
"#951","persianqueen",51.6,"303","639","650","141,620","90,501","0","8,932","51","$10,764"
"#952","pfa",61.2,"890","131","42","1,135,454","93,357","0","8,915","0","$10,666"
"#953","mr11acdee1",25,"0","0","0","0","1,220","8,102","8,913","0","$20,358"
"#954","utopian-io",59.9,"2,303","0","0","338,564","8,540,482","55,404","8,910","4,239","$83,449"
"#955","vitaly-lvov",51.2,"23","182","23","36,377","15,854","0","8,896","2","$10,646"
"#956","introvert-dime",43.7,"38","109","8","24,263","11,316","0","8,888","0","$10,635"
"#957","bitcoinsig",55.9,"324","528","104","418,757","301,966","0","8,888","0","$10,634"
"#958","mastermel",42.4,"17","171","10","13,503","58,303","233","8,887","11","$10,930"
"#959","bloggersclub",64.3,"301","506","0","3,217,633","16,832","0","8,881","2","$10,630"
"#960","ezblog",55.6,"387","150","14","390,323","321,258","76","8,847","3","$10,681"
"#961","taxman",56.3,"4","50","0","6,902,596","85","0","8,837","767","$11,749"
"#962","landofcrypto",6.8,"585","277","102","130,925","71,512","0","8,828","1","$10,565"
"#963","customnature",68,"1,202","836","160","8,333,017","158,587","1,595","8,818","12","$12,477"
"#964","freiheit50",68,"3,340","972","605","8,864,263","872,876","0","8,816","1","$10,549"
"#965","kiligirl",66.5,"2,804","1,017","909","6,840,186","108,363","0","8,772","0","$10,495"
"#966","victor-lucas",63.4,"117","241","41","14,399,591","51,053","1,071","8,757","0","$11,759"
"#967","immarojas",65.2,"9,857","1,326","1,201","3,364,178","347,810","13","8,738","1","$10,472"
"#968","dexter-k",66.9,"2,116","1,007","336","7,993,044","498,135","0","8,734","27","$10,492"
"#969","melona",25,"0","85","40","0","151,957","0","8,732","0","$10,448"
"#970","the.collector",55.5,"12","0","0","141,560","1,657","0","8,669","9","$10,386"
"#971","extie-dasilva",67.4,"454","442","40","8,497,407","25,250","158","8,652","489","$11,291"
"#972","steepshot",63.4,"99","872","0","7,282,235","53,979","807","8,641","8","$11,315"
"#973","xiknybuc",60.5,"580","13","0","1,005,380","658,069","0","8,603","0","$10,293"
"#974","swisswatcher",56.2,"663","596","369","494,212","115,275","3","8,571","34","$10,310"
"#975","sambkf",43,"44","106","49","21,184","14,938","0","8,565","186","$10,533"
"#976","chrissysworld",68.9,"6,452","1,474","1,141","10,871,767","103,924","1","8,563","5","$10,255"
"#977","koreaculture",65.1,"1,956","716","409","4,207,841","90,731","558","8,540","1","$10,887"
"#978","alex",25,"2","76","0","0","0","11,358","8,525","0","$23,789"
"#979","htooms",62.7,"677","1,741","1,100","5,597,096","6,283,571","0","8,512","41","$10,247"
"#980","friend5",49.4,"76","62","0","26,078","269,632","0","8,479","0","$10,145"
"#981","followbtcnews",62.5,"558","1,531","1,591","1,513,170","118,114","45","8,476","15","$10,218"
"#982","msp-foundation",25,"0","3","3","0","430","120","8,472","0","$10,279"
"#983","suesa",70.3,"1,822","1,050","13","15,757,082","143,291","3,161","8,464","160","$14,154"
"#984","akasurreal",25,"1","119","6","0","12,054","5,279","8,460","0","$16,438"
"#985","webdeals",68.1,"3,218","882","173","11,098,205","1,953,231","0","8,458","19","$10,148"
"#986","jondoe",63.7,"412","0","0","2,289,012","79,040","0","8,423","0","$10,077"
"#987","judasp",25,"5","266","183","0","195,739","300","8,412","0","$10,424"
"#988","leightonjames",25,"0","6","2","0","885","0","8,403","0","$10,054"
"#989","br-real",42.4,"104","345","213","11,981","53,476","5","8,379","6","$10,040"
"#990","yenlau",45.4,"23","0","0","0","0","0","8,374","0","$10,020"
"#991","allpass",58.5,"1,571","732","637","887,469","482,854","0","8,373","5","$10,025"
"#992","sneak",64.9,"1,161","1,300","710","5,495,986","525,689","4","8,371","38","$10,079"
"#993","leta-blake",59.8,"366","218","91","4,335,965","64,750","0","8,337","0","$9,975"
"#994","anahilarski",70.5,"4,062","2,318","1,849","18,989,666","429,091","0","8,335","5","$9,980"
"#995","ericvancewalton",75.4,"5,864","3,278","2,436","178,050,774","3,347,600","0","8,326","0","$9,962"
"#996","chainbb",25,"0","34","0","0","0","1,388","8,324","19","$11,649"
"#997","damir19021977",25.4,"3","108","3","98","0","1,018","8,320","0","$11,172"
"#998","everythink",58,"427","335","25","1,135,148","542,827","6,001","8,305","2,138","$20,395"
"#999","lxcteem",25,"0","2","0","0","0","9,752","8,299","0","$21,598"
"#1000","kachinhenry",64,"1,514","805","696","3,037,104","540,219","9","8,295","0","$9,937"
"#1001","modernpastor",60.3,"2,691","276","176","1,093,431","237,868","42","8,243","184","$10,194"
"#1002","hjk96",61.8,"4,145","451","350","1,651,759","246,371","347","8,236","45","$10,339"
"#1003","alcibiades",66.9,"1,540","1,942","1,741","6,117,861","837,711","6,954","8,214","3","$18,151"
"#1004","skapaneas",69.5,"2,999","1,190","962","13,362,292","562,758","0","8,187","0","$9,795"
"#1005","coin",45.1,"19","53","0","28,696","246","10","8,179","3","$9,802"
"#1006","ethansteem",56.9,"103","293","38","401,213","1,810,307","0","8,161","0","$9,764"
"#1007","tomiscurious",25,"0","41","0","0","123,146","1","8,153","0","$9,755"
"#1008","closetoya",47.6,"11","43","18","38,196","24,777","0","8,133","6","$9,740"
"#1009","nicknick",25,"0","104","17","0","1,606","0","8,122","0","$9,718"
"#1010","pheonike",62.2,"648","475","348","5,413,549","1,656,170","0","8,117","0","$9,712"
"#1011","slavix",57.4,"684","217","87","450,564","47,432","1","8,111","9","$9,718"
"#1012","krwhale",53.6,"1,582","151","0","273,229","182,319","2","8,082","13","$9,691"
"#1013","giantbear",69.5,"3,709","1,379","390","13,239,353","541,414","27","8,042","39","$9,713"
"#1014","olsm",37.6,"13","38","5","1,194","1,802","0","8,035","0","$9,614"
"#1015","grandpere",63.1,"746","768","456","2,681,690","847,952","451","8,026","0","$10,143"
"#1016","wartrapa",67.9,"2,043","784","198","8,260,083","667,851","0","8,023","58","$9,688"
"#1017","riolim",39.3,"10","28","1","10,949","1,813","0","8,021","0","$9,597"
"#1018","bigram13",66.5,"1,182","894","851","5,477,053","149,200","24","8,006","13","$9,626"
"#1019","dschew11",31.8,"5","3","2","318","0","370","7,994","0","$10,008"
"#1020","sammosk",66.5,"3,870","1,346","332","6,236,856","100,867","0","7,977","36","$9,599"
"#1021","yogi",64.5,"917","357","83","3,370,793","85,269","15","7,967","1","$9,552"
"#1022","peaceandlove",25,"67","0","0","0","1,824,294","0","7,962","0","$9,526"
"#1023","reggaemuffin",60.3,"1,850","1,448","33","1,661,035","5,388,286","535","7,956","0","$10,159"
"#1024","red",54.7,"92","53","0","916,267","11,180","39","7,956","53","$9,647"
"#1025","gravenimage",25,"0","2","0","0","0","0","7,929","0","$9,487"
"#1026","funnyman",69.3,"4,006","1,319","519","11,022,033","349,653","0","7,915","12","$9,488"
"#1027","smooth-d",25,"0","22","0","0","13","162","7,908","12","$9,674"
"#1028","kmyang62",52.1,"217","150","38","172,866","467,484","12,855","7,898","9","$24,844"
"#1029","quickmine",25,"0","3","0","0","0","0","7,883","0","$9,432"
"#1030","nasgu",44.4,"108","126","34","18,432","70,110","14","7,881","1","$9,448"
"#1031","africa",67.2,"489","777","77","6,960,393","86,775","0","7,866","572","$10,289"
"#1032","soo.chong163",51.1,"484","161","59","115,279","128,056","0","7,849","71","$9,500"
"#1033","randowhaletrail",47.5,"721","112","0","46,998","34,060","0","7,848","0","$9,390"
"#1034","roar",25,"0","2","0","0","0","0","7,835","0","$9,374"
"#1035","zombee",62.5,"193","0","0","1,424,240","30,148","315","7,833","3","$9,753"
"#1036","greatdabu",51.4,"691","617","491","119,614","353,446","2","7,814","64","$9,450"
"#1037","thebear",55.8,"57","166","28","2,171,478","3,688","0","7,782","0","$9,311"
"#1038","minorityreport",25,"0","230","11","0","1,561,239","0","7,779","3","$9,311"
"#1039","hanyuu",25,"0","34","0","0","0","0","7,778","0","$9,306"
"#1040","fredinjapan64",59.8,"3,030","377","290","1,264,034","1,708","0","7,756","0","$9,280"
"#1041","gridcoinman",61.5,"506","323","213","1,872,149","163,732","0","7,753","0","$9,276"
"#1042","herbs420",45.3,"151","190","25","24,837","10,360","0","7,752","274","$9,695"
"#1043","naturalsoda",40.2,"18","68","11","9,559","26,894","0","7,744","2","$9,267"
"#1044","katharsisdrill",68.2,"3,726","955","709","7,803,126","373,611","0","7,740","41","$9,324"
"#1045","airlift",25,"0","5","0","0","0","0","7,739","0","$9,259"
"#1046","coinbitgold",64,"804","1,073","627","11,703,825","1,343,692","0","7,722","0","$9,239"
"#1047","muyoung",37.2,"56","159","118","8,605","237,345","3,388","7,667","9","$13,241"
"#1048","cyan91",43.3,"37","359","126","2,831","264,373","0","7,632","4","$9,137"
"#1049","storcogato",57.4,"732","597","33","861,660","84,878","843","7,616","32","$10,171"
"#1050","geekgirl",56.7,"554","225","40","367,052","88,900","1,116","7,594","0","$10,420"
"#1051","cmp2020",66.7,"563","520","78","5,188,041","422,202","0","7,592","0","$9,083"
"#1052","tolovay",25,"0","0","0","0","70","0","7,574","0","$9,062"
"#1053","royaltiffany",62.3,"813","1,216","1,233","3,918,826","170,294","69","7,573","8","$9,156"
"#1054","bitspace",65.4,"116","669","5","11,868,791","9,178","1,116","7,570","372","$10,963"
"#1055","dobartim",56.7,"7,752","33","17","309,876","1,116","0","7,561","6","$9,055"
"#1056","unrared",47.9,"85","144","154","49,419","204,733","110","7,560","0","$9,177"
"#1057","azereus",43.8,"16","133","3","29,813","6,053","1","7,550","0","$9,035"
"#1058","jeff747",48.6,"226","218","152","59,571","134,934","3","7,541","4","$9,032"
"#1059","darya-zaytseva",59.3,"72","47","0","6,013,654","2,534","0","7,537","8","$9,030"
"#1060","nathan",25,"0","2","0","0","14,885","11,897","7,523","0","$23,235"
"#1061","g-dubs",62.7,"2,225","1,110","643","1,965,321","125,088","1","7,522","118","$9,182"
"#1062","cryptopbot",56.1,"229","155","31","327,655","73,162","0","7,512","0","$8,987"
"#1063","gargon",70.9,"2,315","1,686","153","24,800,873","4,278,570","0","7,507","0","$8,982"
"#1064","bbcal",25,"0","0","0","0","5,989","0","7,490","0","$8,962"
"#1065","dannyshine",57.5,"192","62","8","393,238","79,375","560","7,478","75","$9,732"
"#1066","contentjunkie",69.9,"2,811","1,526","441","10,518,073","155,875","0","7,457","2","$8,925"
"#1067","danihwang",56.2,"1,978","0","0","292,322","27,902","6","7,455","0","$8,927"
"#1068","charbo",25,"0","51","1","0","762","0","7,455","0","$8,920"
"#1069","brahma",25,"0","19","0","0","162,406","10,364","7,422","0","$21,280"
"#1070","kurtcorthout",46.6,"24","204","181","36,545","55,294","1","7,407","0","$8,863"
"#1071","jefflutz62",30.5,"9","5","3","0","437","0","7,397","0","$8,850"
"#1072","dennisschroeder",55.3,"841","532","472","398,918","189,902","0","7,392","0","$8,844"
"#1073","jasonstaggers",63.6,"1,567","944","768","4,376,893","454,934","0","7,389","24","$8,877"
"#1074","isteemit",64.7,"954","896","323","6,920,253","420,114","0","7,347","2","$8,792"
"#1075","arcurus",49.4,"226","615","334","6,495","12,679","1,772","7,340","37","$10,960"
"#1076","fredrikaa",61.8,"1,007","643","340","1,720,353","142,813","0","7,329","0","$8,769"
"#1077","invsw2016",51.9,"247","422","446","125,916","52,517","2,256","7,290","7","$11,433"
"#1078","djohan",58.2,"4,463","662","151","890,276","152,226","0","7,289","2","$8,724"
"#1079","james212",56.9,"370","649","435","348,276","3,502,367","0","7,271","0","$8,699"
"#1080","da-dawn",49.7,"722","820","756","107,174","186,483","4","7,263","0","$8,696"
"#1081","nonlinearone",65.6,"761","812","524","5,168,060","58,872","1","7,234","19","$8,685"
"#1082","tnkspe119",39.4,"24","119","37","7,861","22,654","0","7,233","1","$8,655"
"#1083","churdtzu",68.5,"1,399","1,251","249","25,556,065","519,885","0","7,233","14","$8,674"
"#1084","nicolemoker",65.8,"1,063","918","62","4,616,066","4,700,440","1,223","7,228","10","$10,126"
"#1085","fminerten1",61.8,"822","446","43","2,219,135","242,070","214","7,198","26","$8,909"
"#1086","thesloth",25,"0","90","0","0","34,775","0","7,157","0","$8,564"
"#1087","donaldtrump",54.1,"8","63","0","5,478,186","98,870","0","7,156","0","$8,561"
"#1088","forhappywomen",61.9,"1,304","126","75","1,537,817","66,665","39","7,143","0","$8,593"
"#1089","digzy33",31,"3","20","1","917","1,818","0","7,140","1","$8,544"
"#1090","itzel-becerra",55.3,"9","39","1","5,560,278","77","0","7,122","300","$8,981"
"#1091","venti",65,"10,058","1,120","17","5,312,621","1,107,805","0","7,120","2","$8,521"
"#1092","travelbybit",29.5,"1","3","2","379","3,133","0","7,118","0","$8,516"
"#1093","coldhair",65.3,"2,792","544","64","4,346,035","252,898","58","7,115","0","$8,583"
"#1094","kuc-prawica",40,"5","0","0","5,445","4,290","0","7,107","0","$8,503"
"#1095","ungratefulchump",54.1,"286","46","3","256,356","1,282","0","7,105","1","$8,502"
"#1096","teamnearandl",60.6,"90","69","0","3,886,780","13,608","361","7,088","22","$8,947"
"#1097","bobdos",45.7,"83","0","0","22,691","6,962","0","7,082","0","$8,474"
"#1098","wargames91",35.1,"3","0","0","0","0","0","7,078","0","$8,469"
"#1099","kuz",25,"0","0","0","0","0","0","7,072","0","$8,462"
"#1100","assert-true",37.2,"12","37","0","3,817","48,944","0","7,072","0","$8,462"
"#1101","bellyrub",59.7,"17,982","987","981","1,028,287","7,302,706","4","7,065","38","$8,515"
"#1102","emhaze222",60.8,"106","105","9","1,275,019","32,653","0","7,064","6","$8,461"
"#1103","robertgenito",58.5,"1,081","530","43","950,778","48,692","0","7,051","349","$8,972"
"#1104","rudystyle",59,"482","242","79","846,336","174,163","147","7,042","6","$8,610"
"#1105","bazihassan",39.6,"13","319","53","4,387","3,801","1","7,039","0","$8,423"
"#1106","paul-gillbanks",55.8,"1,873","624","83","314,130","108,921","747","7,023","1,076","$10,947"
"#1107","finpunk",64.1,"460","386","158","3,059,846","9,495","1","7,022","12","$8,421"
"#1108","z80miner",25,"0","8","0","0","0","0","6,987","0","$8,359"
"#1109","allmonitors",69.9,"8,302","3,164","2,131","11,245,088","261,977","0","6,977","34","$8,400"
"#1110","goatmine",29.8,"3","40","2","99","23","0","6,976","0","$8,347"
"#1111","boroious",25,"1","2","3","0","10,615","0","6,974","0","$8,344"
"#1112","anonpic",25,"1","22","0","0","0","2,373","6,974","0","$11,183"
"#1113","richardcrill",67.2,"1,901","1,648","1,276","7,964,952","362,644","1,699","6,969","14","$10,392"
"#1114","richhorn",52.8,"123","178","33","129,418","1,647","96","6,955","0","$8,438"
